states,year,quarter,district,trans_counts,amount
Assam,2022,4,South Salmara Mancachar District,763570,1935371793.74
Assam,2022,4,Nagaon District,3466436,7442294883.0
Assam,2022,4,Dhubri District,2801543,5696918774.41
Assam,2022,4,Golaghat District,1247652,2348259381.79
Assam,2022,4,Udalguri District,1048339,1929847430.18
Assam,2022,4,Majuli District,170716,264376860.97
Assam,2022,4,Sonitpur District,3570910,5955878582.01
Assam,2022,4,Hojai District,1188838,2311470243.43
Assam,2022,4,Marigaon District,1732867,3678892463.49
Assam,2022,4,Chirang District,763852,1640747076.2
Assam,2022,4,Cachar District,3169492,6146128032.61
Assam,2022,4,Nalbari District,956563,1913556549.94
Assam,2022,4,West Karbi Anglong District,139542,264423911.38
Assam,2022,4,Dhemaji District,913590,1749366721.7
Assam,2022,4,Karimganj District,1635099,3857130937.2
Assam,2022,4,Bongaigaon District,2301942,4663672960.52
Assam,2022,4,Dima Hasao District,323049,753858279.46
Assam,2022,4,Baksa District,1159058,2539432688.24
Assam,2022,4,Charaideo District,620063,1222334993.44
Assam,2022,4,Darrang District,1903379,3947924967.05
Assam,2022,4,Kamrup Metropolitan District,48873033,84183380553.42
Assam,2022,4,Hailakandi District,1179854,2307448482.38
Assam,2022,4,Barpeta District,5914147,12025232756.81
Assam,2022,4,Goalpara District,2471469,5401152298.29
Assam,2022,4,Biswanath District,770207,1431848172.34
Assam,2022,4,Jorhat District,2231248,3528373897.52
Bihar,2018,1,Madhepura District,79822,85073945.8
Bihar,2018,1,Purnia District,132262,139947209.02
Bihar,2018,1,Nalanda District,208901,190613485.96
Bihar,2018,1,Buxar District,61490,56987162.14
Bihar,2018,1,Darbhanga District,217364,224628301.63
Bihar,2018,1,Nawada District,78480,81161592.44
Bihar,2018,1,Jamui District,48226,44565632.64
Bihar,2018,1,Sheikhpura District,20728,23630132.08
Bihar,2018,1,Siwan District,129094,169228975.71
Bihar,2018,1,Muzaffarpur District,388401,394717112.6
Bihar,2018,1,Patna District,1197281,1282492050.64
Bihar,2018,1,Jehanabad District,52401,47274894.95
Bihar,2018,1,Rohtas District,201231,181378994.98
Bihar,2018,1,Begusarai District,134911,130265729.66
Bihar,2018,1,Supaul District,85807,71313091.36
Bihar,2018,1,Sitamarhi District,145625,162281680.14
Bihar,2018,1,Saran District,149786,171839806.77
Bihar,2018,1,Arwal District,31620,27549102.08
Bihar,2018,1,Vaishali District,201678,211794626.32
Bihar,2018,1,Pashchim Champaran District,215866,236190496.64
Bihar,2018,1,Gopalganj District,107134,141070590.51
Bihar,2018,1,Lakhisarai District,42937,43611675.08
Bihar,2018,1,Aurangabad District,114354,114737537.86
Bihar,2018,1,Kaimur Bhabua District,64493,70110158.7
Bihar,2018,1,Araria District,81597,95184067.65
Bihar,2018,1,Munger District,64639,64455596.26
Bihar,2018,1,Katihar District,138075,129701645.53
Bihar,2018,1,Khagaria District,65892,71955894.82
Bihar,2018,1,Saharsa District,88087,82038819.77
Bihar,2018,1,Bhagalpur District,174456,172905796.12
Bihar,2018,1,Madhubani District,173946,203080851.02
Bihar,2018,1,Kishanganj District,38179,45880790.35
Bihar,2018,1,Gaya District,231873,227470166.15
Bihar,2018,1,Samastipur District,222241,213634124.83
Bihar,2018,1,Banka District,39192,32623795.99
Bihar,2018,1,Purbi Champaran District,254643,264192918.45
Bihar,2018,1,Sheohar District,25700,22183882.58
Bihar,2018,1,Bhojpur District,115890,117985836.77
Bihar,2018,2,Madhepura District,128793,257666353.53
Bihar,2018,2,Purnia District,200492,341288206.35
Bihar,2018,2,Nalanda District,306468,368156034.44
Bihar,2018,2,Buxar District,95499,121370124.35
Bihar,2018,2,Darbhanga District,322140,569573309.66
Bihar,2018,2,Nawada District,117582,171877320.67
Bihar,2018,2,Jamui District,73817,105507695.67
Bihar,2018,2,Sheikhpura District,30292,43496026.13
Bihar,2018,2,Siwan District,216997,449888077.39
Bihar,2018,2,Muzaffarpur District,554675,841276317.7
Bihar,2018,2,Patna District,1650942,2328839155.64
Bihar,2018,2,Jehanabad District,76302,94030824.15
Bihar,2018,2,Rohtas District,281535,364889751.11
Bihar,2018,2,Begusarai District,200949,276462420.96
Bihar,2018,2,Supaul District,120248,207587718.32
Bihar,2018,2,Sitamarhi District,207834,327556110.64
Bihar,2018,2,Saran District,261588,474215326.88
Bihar,2018,2,Arwal District,41799,51924029.93
Bihar,2018,2,Vaishali District,316405,471071129.4
Bihar,2018,2,Pashchim Champaran District,305553,542379988.9
Bihar,2018,2,Gopalganj District,176783,361155964.28
Bihar,2018,2,Lakhisarai District,63428,79811566.98
Bihar,2018,2,Aurangabad District,166360,242694823.73
Bihar,2018,2,Kaimur Bhabua District,95278,133155808.11
Bihar,2018,2,Araria District,144230,340399877.33
Bihar,2018,2,Munger District,104641,135654469.06
Bihar,2018,2,Katihar District,218980,363989212.74
Bihar,2018,2,Khagaria District,107663,171833273.74
Bihar,2018,2,Saharsa District,137218,228422183.97
Bihar,2018,2,Bhagalpur District,265147,373912200.78
Bihar,2018,2,Madhubani District,286112,554829469.63
Bihar,2018,2,Kishanganj District,68492,137867030.28
Bihar,2018,2,Gaya District,324390,438042055.78
Bihar,2018,2,Samastipur District,316985,502582636.03
Bihar,2018,2,Banka District,62184,71579691.62
Bihar,2018,2,Purbi Champaran District,373033,650452550.57
Bihar,2018,2,Sheohar District,31877,49770706.4
Bihar,2018,2,Bhojpur District,179667,260921666.8
Bihar,2018,3,Madhepura District,149943,336637863.73
Bihar,2018,3,Purnia District,254555,489478561.63
Bihar,2018,3,Nalanda District,896006,768203889.84
Bihar,2018,3,Buxar District,141186,188136993.81
Bihar,2018,3,Darbhanga District,413648,764466707.76
Bihar,2018,3,Nawada District,209878,289802022.44
Bihar,2018,3,Jamui District,104140,152652365.37
Bihar,2018,3,Sheikhpura District,37393,56373786.92
Bihar,2018,3,Siwan District,272311,538177446.03
Bihar,2018,3,Muzaffarpur District,959708,1265457842.07
Bihar,2018,3,Patna District,3360157,3873142430.78
Bihar,2018,3,Jehanabad District,158009,154263782.76
Bihar,2018,3,Rohtas District,701262,668806719.35
Bihar,2018,3,Begusarai District,226986,368522165.54
Bihar,2018,3,Supaul District,165526,272659476.22
Bihar,2018,3,Sitamarhi District,266426,479856960.61
Bihar,2018,3,Saran District,366520,636933865.49
Bihar,2018,3,Arwal District,78393,92938267.76
Bihar,2018,3,Vaishali District,427385,660314110.76
Bihar,2018,3,Pashchim Champaran District,427544,778844053.0
Bihar,2018,3,Gopalganj District,218210,422499144.2
Bihar,2018,3,Lakhisarai District,129690,136115937.97
Bihar,2018,3,Aurangabad District,269704,354055669.19
Bihar,2018,3,Kaimur Bhabua District,128090,180251318.45
Bihar,2018,3,Araria District,167608,428450949.73
Bihar,2018,3,Munger District,136515,186691409.17
Bihar,2018,3,Katihar District,252857,513132287.8
Bihar,2018,3,Khagaria District,145602,245267621.76
Bihar,2018,3,Saharsa District,185665,334445151.14
Bihar,2018,3,Bhagalpur District,422204,579615297.85
Bihar,2018,3,Madhubani District,353968,681883536.85
Bihar,2018,3,Kishanganj District,94729,232008456.55
Bihar,2018,3,Gaya District,919453,893929004.03
Bihar,2018,3,Samastipur District,400049,660092785.68
Bihar,2018,3,Banka District,86362,101993248.99
Bihar,2018,3,Purbi Champaran District,544285,921447417.56
Bihar,2018,3,Sheohar District,43723,79579549.21
Bihar,2018,3,Bhojpur District,252114,348676280.94
Bihar,2018,4,Madhepura District,206209,482649436.5
Bihar,2018,4,Purnia District,323276,731281592.87
Bihar,2018,4,Nalanda District,666931,846144772.75
Bihar,2018,4,Buxar District,166308,281722827.85
Bihar,2018,4,Darbhanga District,515957,1142706537.99
Bihar,2018,4,Nawada District,225093,417621899.2
Bihar,2018,4,Jamui District,156998,267317791.28
Bihar,2018,4,Sheikhpura District,52160,94354176.73
Bihar,2018,4,Siwan District,366863,813062416.72
Bihar,2018,4,Muzaffarpur District,886640,1682571935.18
Bihar,2018,4,Patna District,3256138,4907266831.02
Bihar,2018,4,Jehanabad District,176508,216771088.34
Bihar,2018,4,Rohtas District,534230,818426211.76
Bihar,2018,4,Begusarai District,326254,570039331.13
Bihar,2018,4,Supaul District,207479,393510177.47
Bihar,2018,4,Sitamarhi District,338316,664456738.58
Bihar,2018,4,Saran District,495166,976827835.42
Bihar,2018,4,Arwal District,94144,128451766.48
Bihar,2018,4,Vaishali District,522642,964760831.56
Bihar,2018,4,Pashchim Champaran District,582470,1215256332.65
Bihar,2018,4,Gopalganj District,288486,665355068.23
Bihar,2018,4,Lakhisarai District,115486,181734953.47
Bihar,2018,4,Aurangabad District,345707,535217438.35
Bihar,2018,4,Kaimur Bhabua District,175587,291814682.84
Bihar,2018,4,Araria District,224141,643458080.26
Bihar,2018,4,Munger District,173044,283385408.52
Bihar,2018,4,Katihar District,364308,755567034.97
Bihar,2018,4,Khagaria District,175089,336919554.5
Bihar,2018,4,Saharsa District,226972,503942086.39
Bihar,2018,4,Bhagalpur District,460720,770462001.21
Bihar,2018,4,Madhubani District,480479,1055071917.03
Bihar,2018,4,Kishanganj District,130169,375883248.47
Bihar,2018,4,Gaya District,724866,1079658570.77
Bihar,2018,4,Samastipur District,529944,1020002681.4
Bihar,2018,4,Banka District,120661,153837814.7
Bihar,2018,4,Purbi Champaran District,732175,1458571863.51
Bihar,2018,4,Sheohar District,57310,111505767.66
Bihar,2018,4,Bhojpur District,307475,560408464.82
Bihar,2019,1,Madhepura District,264883,576254457.21
Bihar,2019,1,Purnia District,432736,880288859.21
Bihar,2019,1,Nalanda District,946010,1077003028.99
Bihar,2019,1,Buxar District,269395,400579206.46
Bihar,2019,1,Darbhanga District,763583,1448771357.6
Bihar,2019,1,Nawada District,358636,558537691.02
Bihar,2019,1,Jamui District,254802,390616872.39
Bihar,2019,1,Sheikhpura District,84957,128265941.33
Bihar,2019,1,Siwan District,551354,1022001680.35
Bihar,2019,1,Muzaffarpur District,1262299,2061506662.05
Bihar,2019,1,Patna District,7894598,11217940482.12
Bihar,2019,1,Jehanabad District,281786,306816678.88
Bihar,2019,1,Rohtas District,879724,1104230103.11
Bihar,2019,1,Begusarai District,456148,695166454.28
Bihar,2019,1,Supaul District,291495,551617489.05
Bihar,2019,1,Sitamarhi District,511026,830161563.24
Bihar,2019,1,Saran District,688941,1194323043.67
Bihar,2019,1,Arwal District,166197,181951883.22
Bihar,2019,1,Vaishali District,749004,1174950625.58
Bihar,2019,1,Pashchim Champaran District,938338,1627339576.74
Bihar,2019,1,Gopalganj District,436537,840103896.76
Bihar,2019,1,Lakhisarai District,172050,249104102.78
Bihar,2019,1,Aurangabad District,568106,821609333.84
Bihar,2019,1,Kaimur Bhabua District,286810,419488028.47
Bihar,2019,1,Araria District,303436,771182123.87
Bihar,2019,1,Munger District,244480,359390718.44
Bihar,2019,1,Katihar District,545240,978868951.55
Bihar,2019,1,Khagaria District,227052,388654881.11
Bihar,2019,1,Saharsa District,325350,701328047.23
Bihar,2019,1,Bhagalpur District,669334,944495875.58
Bihar,2019,1,Madhubani District,725008,1443743324.51
Bihar,2019,1,Kishanganj District,172840,475097517.17
Bihar,2019,1,Gaya District,1025084,1460009336.43
Bihar,2019,1,Samastipur District,792952,1239854737.09
Bihar,2019,1,Banka District,183133,217589903.45
Bihar,2019,1,Purbi Champaran District,1069790,1856147556.11
Bihar,2019,1,Sheohar District,93729,142778197.85
Bihar,2019,1,Bhojpur District,469391,765057325.78
Bihar,2019,2,Madhepura District,249723,707798711.05
Bihar,2019,2,Purnia District,430976,1078967975.37
Bihar,2019,2,Nalanda District,710450,1254625995.65
Bihar,2019,2,Buxar District,231824,475000124.2
Bihar,2019,2,Darbhanga District,727675,1822608072.27
Bihar,2019,2,Nawada District,348121,761867645.76
Bihar,2019,2,Jamui District,273377,595497429.4
Bihar,2019,2,Sheikhpura District,75522,150977914.77
Bihar,2019,2,Siwan District,533899,1255140385.29
Bihar,2019,2,Muzaffarpur District,1260648,2730311714.07
Bihar,2019,2,Patna District,13421445,26125484618.42
Bihar,2019,2,Jehanabad District,209202,370093501.82
Bihar,2019,2,Rohtas District,659316,1290203427.3
Bihar,2019,2,Begusarai District,420369,861135419.91
Bihar,2019,2,Supaul District,261835,621350641.76
Bihar,2019,2,Sitamarhi District,464001,1054440854.87
Bihar,2019,2,Saran District,660816,1511533675.48
Bihar,2019,2,Arwal District,127961,228089174.5
Bihar,2019,2,Vaishali District,706255,1503710719.59
Bihar,2019,2,Pashchim Champaran District,754956,1807646307.2
Bihar,2019,2,Gopalganj District,419736,1042999794.76
Bihar,2019,2,Lakhisarai District,140776,288144511.14
Bihar,2019,2,Aurangabad District,466316,1028918812.58
Bihar,2019,2,Kaimur Bhabua District,233890,502827065.79
Bihar,2019,2,Araria District,275976,848688675.91
Bihar,2019,2,Munger District,225552,434455542.99
Bihar,2019,2,Katihar District,500894,1262216431.76
Bihar,2019,2,Khagaria District,211775,474324786.25
Bihar,2019,2,Saharsa District,309217,777991635.39
Bihar,2019,2,Bhagalpur District,615040,1150904188.24
Bihar,2019,2,Madhubani District,689839,1830248520.94
Bihar,2019,2,Kishanganj District,172899,551086091.12
Bihar,2019,2,Gaya District,919937,1718017778.56
Bihar,2019,2,Samastipur District,659872,1446039768.46
Bihar,2019,2,Banka District,149782,265207653.1
Bihar,2019,2,Purbi Champaran District,937122,2207821269.53
Bihar,2019,2,Sheohar District,77989,173885487.07
Bihar,2019,2,Bhojpur District,425496,922175961.24
Bihar,2019,3,Madhepura District,285255,739372428.94
Bihar,2019,3,Purnia District,538629,1275466657.19
Bihar,2019,3,Nalanda District,734808,1272371591.02
Bihar,2019,3,Buxar District,233814,437029984.6
Bihar,2019,3,Darbhanga District,802970,1893397261.7
Bihar,2019,3,Nawada District,372689,810703742.84
Bihar,2019,3,Jamui District,293099,629177159.62
Bihar,2019,3,Sheikhpura District,74944,150326592.72
Bihar,2019,3,Siwan District,609065,1237987048.78
Bihar,2019,3,Muzaffarpur District,1526447,2988596103.65
Bihar,2019,3,Patna District,13404838,29128507191.15
Bihar,2019,3,Jehanabad District,215894,348008740.36
Bihar,2019,3,Rohtas District,637472,1189129969.58
Bihar,2019,3,Begusarai District,486249,950089935.35
